SBS-Example1	DPD-Example1
paṇḍitā h'āvuso, manussā vīmaṃsakā, kismiṃ pan'āyasmantānaṃ chandarāgavinay'<b>akkhāyī</b> satthā'ti?  rūpe … vedanāya … saññāya … sankhāresu … viññāṇe chandarāgavinay'akkhāyī satthā'ti.	evaṃvādiṃ kho maṃ, bhikkhave, evam'<b>akkhāyiṃ</b> eke samaṇabrāhmaṇā asatā tucchā musā abhūtena abbhācikkhanti, samaṇo gotamo na kāmānaṃ pariññaṃ paññāpeti, na rūpānaṃ pariññaṃ paññāpeti, na vedanānaṃ pariññaṃ paññāpetī'ti.
evaṃ vutte, bhāradvājagotto brāhmaṇo saṃviggo lomahaṭṭhajāto bhagavantaṃ etad'avoca, etad'eva kho pana mayaṃ bhoto gotamassa ārocetu'kāmā. atha ca pana bhavaṃ gotamo anakkhātaṃ'y'eva <b>akkhāsī</b>'ti.	evaṃ vutte, bhāradvājagotto brāhmaṇo saṃviggo lomahaṭṭhajāto bhagavantaṃ etad'avoca, etad'eva kho pana mayaṃ bhoto gotamassa ārocetu'kāmā. atha ca pana bhavaṃ gotamo anakkhātaṃ'y'eva <b>akkhāsī</b>'ti.
tato tvaṃ, moggallāna, uṭṭhāy'āsanā udakena <b>akkhīni</b> anumajjitvā disā anuvilokeyyāsi, nakkhattāni tārakarūpāni ullokeyyāsi	no ce te evaṃ viharato taṃ middhaṃ pahīyetha tato tvaṃ, moggallāna, uṭṭhāy'āsanā udakena <b>akkhīni</b> anumajjitvā disā anuvilokeyyāsi nakkhattāni tārakarūpāni ullokeyyāsi
diṭṭhā'pi sutā'pi te janā, yesaṃ nāmam'idaṃ pavuccati,<br/>nāmaṃ yev'āvasissati, <b>akkheyyaṃ</b> petassa jantuno.	diṭṭhā'pi sutā'pi te janā,<br/>yesaṃ nāmam'idaṃ pavuccati,<br/>nāmaṃ yev'āvasissati,<br/><b>akkheyyaṃ</b> petassa jantuno.
<b>akkheyyasaññino</b> sattā,<br/>akkheyyasmiṃ patiṭṭhitā,<br/>akkheyyaṃ apariññāya,<br/>yogam'āyanti maccuno.	<b>akkheyyasaññino</b> sattā,<br/>akkheyyasmiṃ patiṭṭhitā,<br/>akkheyyaṃ apariññāya,<br/>yogam'āyanti maccuno.
pañc'ime, bhikkhave, ādīnavā dantakaṭṭhassa <b>akhādane</b>. katame pañca? acakkhussaṃ, mukhaṃ duggandhaṃ hoti, rasaharaṇiyo na visujjhanti, pittaṃ semhaṃ bhattaṃ pariyonandhati, bhattam'assa nacchādeti.	pañc'ime, bhikkhave, ādīnavā dantakaṭṭhassa <b>akhādane</b>. katame pañca? acakkhussaṃ, mukhaṃ duggandhaṃ hoti, rasaharaṇiyo na visujjhanti, pittaṃ semhaṃ bhattaṃ pariyonandhati, bhattam'assa nacchādeti.
kiñ'ca vijānāti? ambilam'pi vijānāti, tittakam'pi vijānāti, kaṭukam'pi vijānāti, madhuram'pi vijānāti, khārikam'pi vijānāti,<b> akhārikam</b>'pi vijānāti, loṇikam'pi vijānāti, aloṇikam'pi vijānāti.	ambilam'pi vijānāti, tittakam'pi vijānāti, kaṭukam'pi vijānāti, madhuram'pi vijānāti, khārikam'pi vijānāti, <b>akhārikam</b>'pi vijānāti, loṇikam'pi vijānāti, aloṇikam'pi vijānāti. vijānātī'ti kho, bhikkhave, tasmā viññāṇan'ti vuccati
na hi etehi yānehi, gaccheyya <b>agataṃ</b> disaṃ,<br/>yath'āttanā sudantena, danto dantena gacchati.	na hi etehi yānehi,<br/>gaccheyya <b>agataṃ</b> disaṃ,<br/>yath'āttanā sudantena,<br/>danto dantena gacchati.
lābhī tathāgato cīvarapiṇḍapātasen'āsanagilānappaccayabhesajjaparikkhārānaṃ, taṃ tathāgato <b>agathito</b> amucchito anajjhāpanno ādīnavadassāvī nissaraṇapañño paribhuñjati.	lābhī tathāgato cīvara-piṇḍapāta-senāsana-gilānappaccaya-bhesajja-parikkhārānaṃ, taṃ tathāgato <b>agathito</b> amucchito anajjhāpanno ādīnavadassāvī nissaraṇapañño paribhuñjati.
aladdhā ca cīvaraṃ na ca paritassissāma, laddhā ca cīvaraṃ <b>agadhitā</b> amucchitā anajjhāpannā ādīnavadassāvino nissaraṇapaññā paribhuñjissāma.	tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ ... aladdhā ca cīvaraṃ na ca paritassissāma, laddhā ca cīvaraṃ <b>agadhitā</b> amucchitā anajjhāpannā ādīnavadassāvino nissaraṇapaññā paribhuñjissāma.
yathā'pi ruciraṃ pupphaṃ, vaṇṇavantaṃ <b>agandhakaṃ</b>,<br/>evaṃ subhāsitā vācā, aphalā hoti akubbato.	yathā'pi ruciraṃ pupphaṃ,<br/>vaṇṇavantaṃ <b>agandhakaṃ</b>,<br/>evaṃ subhāsitā vācā,<br/>aphalā hoti akubbato.
<b>agamāsi</b> kho, bhikkhave, so kummo taṃ padesaṃ. tam'enaṃ luddo papatāya vijjhi.	<b>agamāsi</b> kho, bhikkhave, so kummo taṃ padesaṃ. tam'enaṃ luddo papatāya vijjhi.
sv'āhaṃ idha pañca sikkhā karitvā,<br/>paṭipajjitvā tathāgatassa dhamme,<br/>dvepatham'<b>agamāsiṃ</b> coramajjhe,<br/>te maṃ tattha vadhiṃsu bhogahetu.	sv'āhaṃ idha pañca sikkhā karitvā,<br/>paṭipajjitvā tathāgatassa dhamme,<br/>dvepatham'<b>agamāsiṃ</b> coramajjhe,<br/>te maṃ tattha vadhiṃsu bhogahetu.
puna caparaṃ, bhikkhave, bhikkhunā maggo gato hoti. tassa evaṃ hoti, ahaṃ kho maggaṃ <b>agamāsiṃ</b>. maggaṃ kho pana me gacchantassa kāyo kilanto. hand'āhaṃ nipajjāmī'ti.	puna caparaṃ, bhikkhave, bhikkhunā maggo gato hoti. tassa evaṃ hoti, ahaṃ kho maggaṃ <b>agamāsiṃ</b>. maggaṃ kho pana me gacchantassa kāyo kilanto. hand'āhaṃ nipajjāmī'ti.
vibhajat'āyasmā mahākaccāno <b>agarukatvā</b>'ti.	vibhajat'āyasmā mahākaccāno <b>agarukatvā</b>'ti.
vibhajat'āyasmā mahākaccāno <b>agarukaritvā</b>'ti.	vibhajat'āyasmā mahākaccāno <b>agarukaritvā</b>'ti.
sace te, kassapa, <b>agaru</b>, viharemu ajjuṇho aggisālamhī'ti	sace te, bhaggava, <b>agaru</b> viharemu āvesane ekarattan'ti. na kho me, bhante, garu. atthi c'ettha pabbajito paṭhamaṃ vās'ūpagato. sace so anujānāti, viharatha, bhante, yathāsukhan'ti.
pañcahi, bhikkhave, dhammehi samannāgato thero bhikkhu sabrahmacārīnaṃ appiyo ca hoti amanāpo ca <b>agaru</b> ca abhāvanīyo ca	pañcahi, bhikkhave, dhammehi samannāgato thero bhikkhu sabrahmacārīnaṃ appiyo ca hoti amanāpo ca <b>agaru</b> ca abhāvanīyo ca
yass'atthāya kulaputtā samma'd'eva <b>agārasmā anagāriyaṃ pabbajanti</b>	evam'evaṃ kho, bhikkhave, cattāri bhayāni idh'ekaccassa kulaputtassa imasmiṃ dhammavinaye <b>agārasmā</b> <b>anagāriyaṃ</b> <b>pabbajitassa</b> pāṭikaṅkhitabbāni.
sace <b>agāraṃ</b> <b>ajjhāvasati</b>, rājā hoti cakkavattī dhammiko dhammarājā cāturanto vijitāvī janapadatthāvariyappatto sattaratanasamannāgato.	idha, bhikkhave, ariyasāvako vigatamalamaccherena cetasā <b>agāraṃ</b> <b>ajjhāvasati</b> muttacāgo payatapāṇi vossaggarato yācayogo dānasaṃvibhāgarato. idaṃ vuccati, bhikkhave, cāgadhanaṃ
ādittasmiṃ <b>agārasmiṃ</b>, yaṃ nīharati bhājanaṃ. taṃ tassa hoti atthāya, no ca yaṃ tattha ḍayhati.	ādittasmiṃ <b>agārasmiṃ</b>,<br/>yaṃ nīharati bhājanaṃ,<br/>taṃ tassa hoti atthāya,<br/>no ca yaṃ tattha ḍayhati.
hitvā <b>agāraṃ</b> pabbajitā,<br/>hitvā puttaṃ pasuṃ viyaṃ,<br/>hitvā rāgañ'ca dosañ'ca, avijjaṃ ca virājiya, khīṇ'āsavā arahanto<br/>te lokasmiṃ anussukā.	hitvā <b>agāraṃ</b> pabbajitā,<br/>hitvā puttaṃ pasuṃ viyaṃ,<br/>hitvā rāgañ'ca dosañ'ca,<br/>avijjañ'ca virājiya,<br/>khīṇ'āsavā arahanto,<br/>te lokasmiṃ anussukā'ti.
taṃ kiṃ maññasi, soṇa, kusalo tvaṃ pubbe <b>agāriya</b>bhūto vīṇāya tantissare'ti?	tassa evaṃ hoti, mayaṃ kho pubbe <b>agāriya</b>bhūtā samānā aññe ovadāma'pi anusāsāma'pi. ime pan'amhākaṃ puttamattā maññe nattamattā maññe ovaditabbaṃ anusāsitabbaṃ maññantī'ti.
yehi vivitto vicareyya loke, na tāni uggayha vadeyya nāgo,<br/>jal'ambujaṃ kaṇḍakaṃ vārijaṃ yathā, jalena paṅkena c'anūpalittaṃ,<br/>evaṃ munī santivādo <b>agiddho</b>, kāme ca loke ca anūpalitto.	yehi vivitto vicareyya loke,<br/>na tāni uggayha vadeyya nāgo,<br/>jalambujaṃ kaṇḍakaṃ vārijaṃ yathā,<br/>jalena paṅkena c'anūpalittaṃ,<br/>evaṃ munī santivādo <b>agiddho</b>,<br/>kāme ca loke ca anūpalitto.
<b>agilānena</b> bhikkhunā eko āvasathapiṇḍo bhuñjitabbo. tato ce uttariṃ bhuñjeyya, pācittiyaṃ.	<b>agilānena</b> bhikkhunā eko āvasathapiṇḍo bhuñjitabbo. tato ce uttari bhuñjeyya, pācittiyaṃ.
yathārūpe anāsane nisinnaṃ yathārūpe <b>agocare</b> carantaṃ, yathārūpe pāpake mitte bhajantaṃ viññū sabrahmacārī pāpakesu ṭhānesu okappeyyuṃ.	yathārūpe anāsane nisinnaṃ yathārūpe <b>agocare</b> carantaṃ yathārūpe pāpake mitte bhajantaṃ viññū sabrahmacārī pāpakesu ṭhānesu okappeyyuṃ, so tañ'ca anāsanaṃ tañ'ca <b>agocaraṃ</b> te ca pāpake mitte paṭisaṅkhā yoniso parivajjeti
samuggatassa jhāyissa,<br/>ananugat'antarassa suddhassa,<br/>asitassa hitassa,<br/>pavivittassa <b>aggappattassa</b>,<br/>tiṇṇassa tārayantassa,<br/>bhagavato tassa sāvako'ham'asmi.	samuggatassa jhāyissa,<br/>ananugat'antarassa suddhassa,<br/>asitassa hitassa,<br/>pavivittassa <b>aggappattassa</b>,<br/>tiṇṇassa tārayantassa,<br/>bhagavato tassa sāvako'ham'asmi.
seyyathā'pi bhikkhave ye keci pupphagandhā vassikaṃ tesaṃ <b>aggam'akkhāyati</b>	seyyathā'pi bhikkhave ye keci pupphagandhā vassikaṃ tesaṃ <b>aggam'akkhāyati</b>
disvā samudayaṃ vibhavañ'ca sambhavaṃ, <br/>dāy'ādako hehisi <b>aggavādino</b>.	paññāya chetvā vipathānusārinaṃ,<br/>yogena niggayha pathe nivesiya,<br/>disvā samudayaṃ vibhavañ'ca sambhavaṃ,<br/>dāy'ādako hehisi <b>aggavādino</b>.
hitvā satapalaṃ kaṃsaṃ, sovaṇṇaṃ satarājikaṃ, <br/><b>aggahiṃ</b> mattikāpattaṃ, idaṃ dutiyaabhisecanan'ti.	hitvā satapalaṃ kaṃsaṃ,<br/>sovaṇṇaṃ satarājikaṃ,<br/><b>aggahiṃ</b> mattikāpattaṃ,<br/>idaṃ dutiy'ābhisecanan'ti.
mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā <b>aggaḷaṭṭhapanāya</b> ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ	mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā <b>aggaḷaṭṭhapanāya</b> ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ appaharite ṭhitena adhiṭṭhātabbaṃ
mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvārakosā <b>aggaḷa</b>ṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ	seyyathā'pi nāma gahapatissa vā gahapatiputtassa vā kūṭ'āgāraṃ ullitt'āvalittaṃ nivātaṃ phusit'<b>aggaḷaṃ</b> pihitavātapānaṃ
disvā samudayaṃ vibhavañ'ca sambhavaṃ, <br/>dāy'ādako hehisi <b>agga</b>vādino.	samuddo udadhinaṃ seṭṭho,<br/>nakkhattānañ'ca candimā,<br/>sadevakassa lokassa,<br/>buddho <b>aggo</b> pavuccatī'ti.
tam'enaṃ mūle chindeyya, mūle chetvā <b>agge</b> chindeyya, <b>agge</b> chetvā pattavaṭṭiṃ vinibbhujeyya.	kodhaṃ jhatvā sukhaṃ seti,<br/>kodhaṃ jhatvā na socati,<br/>kodhassa visamūlassa,<br/>madhur'<b>aggassa</b> devate,<br/>vadhaṃ ariyā pasaṃsanti,<br/>tañ'hi jhatvā na socatī'ti.
pūtimacchaṃ kus'<b>aggena</b>, yo naro upanayhati. <br/>kusā'pi pūtī vāyanti, evaṃ bāl'ūpasevanā'ti.	appamattikā esā, bhikkhave, vuddhi yad'idaṃ bhogavuddhi. etad'<b>aggaṃ</b>, bhikkhave, vuddhīnaṃ yad'idaṃ paññāvuddhi. tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ, paññāvuddhiyā vaddhissāmā'ti.
bhikkhugaṇanā ca, imasmiṃ uposath'<b>agge</b> sannipatitānaṃ bhikkhūnaṃ gaṇanā kittakā bhikkhū honti?	so āsanāni paṭisāmeti, pānīyaṃ paribhojanīyaṃ paṭisāmeti, avakkārapātiṃ paṭisāmeti, bhatt'<b>aggaṃ</b> sammajjati
atha pāpāni kammāni, karaṃ bālo na bujjhati. <br/>sehi kammehi dummedho, <b>aggi</b>daḍḍho'va tappati.	appamādarato bhikkhu,<br/>pamāde bhayadassi vā,<br/>saṃyojanaṃ aṇuṃ thūlaṃ,<br/>ḍahaṃ <b>aggī</b>'va gacchati.
<b>aggikkhandh</b>'ūpamā kāmā mah'ābhitāpan'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti.	seyyathā'pi, bhikkhave, puriso mahantaṃ <b>aggikkhandhaṃ</b> nibbāpetu'kāmo assa. so tattha sukkhāni c'eva tiṇāni pakkhipeyya, sukkhāni ca gomayāni pakkhipeyya
atha pāpāni kammāni, karaṃ bālo na bujjhati,<br/>sehi kammehi dummedho, <b>aggidaḍḍho</b>'va tappati.	atha pāpāni kammāni,<br/>karaṃ bālo na bujjhati,<br/>sehi kammehi dummedho,<br/><b>aggidaḍḍho</b>'va tappati.
brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā <b>aggiparicārikā</b> udak'orohakā soceyyāni paññapenti, tes'āhaṃ soceyyāni rocemī'ti	brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā <b>aggiparicārikā</b> udak'orohakā soceyyāni paññapenti, tes'āhaṃ soceyyāni rocemī'ti
sace te, kassapa, agaru, viharemu ajjuṇho <b>aggisālamhī</b>'ti	sace te kassapa agaru, viharemu ajjaṇho <b>aggisālamhī</b>'ti
seyyo ayoguḷo bhutto, tatto <b>aggisikhā</b>upamo,<br/>yañ'ce bhuñjeyya dussīlo, raṭṭhapiṇḍam'asaññato.	seyyo ayoguḷo bhutto,<br/>tatto <b>aggisikhā</b>-upamo,<br/>yañ'ce bhuñjeyya dussīlo,<br/>raṭṭhapiṇḍam'asaññato.
yamhā dhammaṃ vijāneyya, sammāsambuddhadesitaṃ,<br/>sakkaccaṃ taṃ namasseyya, <b>aggihuttaṃ</b>'va brāhmaṇo.	yamhā dhammaṃ vijāneyya,<br/>sammāsambuddhadesitaṃ,<br/>sakkaccaṃ taṃ namasseyya,<br/><b>aggihuttaṃ</b>'va brāhmaṇo.
yo ca vassasataṃ jantu, <b>aggiṃ</b> <b>paricare</b> vane,<br/>ekañ'ca bhāvit'attānaṃ, muhuttam'api pūjaye,<br/>sā'y'eva pūjanā seyyo, yañ'ce vassasataṃ hutaṃ.	yo ca vassasataṃ jantu,<br/><b>aggiṃ paricare</b> vane,<br/>ekañ'ca bhāvit'attānaṃ,<br/>muhuttam'api pūjaye,<br/>sā'y'eva pūjanā seyyo,<br/>yañ'ce vassasataṃ hutaṃ.
māse māse kus'aggena, bālo bhuñjeyya bhojanaṃ,<br/>na so saṅkhātadhammānaṃ, kalaṃ <b>agghati</b> soḷasiṃ.	māse māse kus'aggena,<br/>bālo bhuñjeyya bhojanaṃ,<br/>na so saṅkhātadhammānaṃ,<br/>kalaṃ <b>agghati</b> soḷasiṃ.
ken'esa yañño vipulo mahaggato,<br/>samena dinnassa na <b>aggham'eti</b>,<br/>kathaṃ sataṃ sahassānaṃ sahassayāginaṃ,<br/>kalam'pi n'āgghanti tathāvidhassa te'ti.	ken'esa yañño vipulo mahaggato,<br/>samena dinnassa na <b>aggham'eti</b>,<br/>kathaṃ sataṃ sahassānaṃ sahassayāginaṃ,<br/>kalam'pi n'āgghanti tathāvidhassa te'ti.
ken'esa yañño vipulo mahaggato,<br/>samena dinnassa na <b>aggham</b>'eti,<br/>kathaṃ sataṃ sahassānaṃ sahassayāginaṃ,<br/>kalam'pi n'āgghanti tathāvidhassa te'ti.	ken'esa yañño vipulo mahaggato,<br/>samena dinnassa na <b>aggham</b>'eti,<br/>kathaṃ sataṃ sahassānaṃ sahassayāginaṃ,<br/>kalam'pi n'āgghanti tathāvidhassa te'ti.
evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā kurūsu viharati kammāsadhammaṃ nāma kurūnaṃ nigamo, bhāradvājagottassa brāhmaṇassa <b>agy'āgāre</b> tiṇasanthārake.	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā kurūsu viharati kammāsadhammaṃ nāma kurūnaṃ nigamo, bhāradvājagottassa brāhmaṇassa <b>agy'āgāre</b> tiṇasanthārake.
aghaṃ <b>aghagataṃ</b>, vivaraṃ vivaragataṃ, asamphuṭṭhaṃ maṃsalohitehi upādinnaṃ, ayaṃ vuccati, rāhula, ajjhattikā ākāsadhātu.	yaṃ vā pan'aññam'pi kiñci ajjhattaṃ paccattaṃ ākāsaṃ ākāsagataṃ, aghaṃ <b>aghagataṃ</b>, vivaraṃ vivaragataṃ, asamphuṭṭhaṃ maṃsalohitehi upādinnaṃ, ayaṃ vuccati, rāhula, ajjhattikā ākāsadhātu.
so tvaṃ imaṃ kāyaṃ rogabhūtaṃ gaṇḍabhūtaṃ sallabhūtaṃ <b>aghabhūtaṃ</b> ābādhabhūtaṃ, idan'taṃ, bho gotama, ārogyaṃ, idan'taṃ nibbānan'ti vadesi.	ayaṃ kho pana, māgaṇḍiya, kāyo rogabhūto gaṇḍabhūto sallabhūto <b>aghabhūto</b> ābādhabhūto, so tvaṃ imaṃ kāyaṃ rogabhūtaṃ gaṇḍabhūtaṃ sallabhūtaṃ <b>aghabhūtaṃ</b> ābādhabhūtaṃ, idan'taṃ, bho gotama, ārogyaṃ, idan'taṃ nibbānan'ti vadesi.
vipariṇāmadhammato asārakato <b>aghamūlato</b> vadhakato vibhavato sāsavato saṅkhatato mār'āmisato	vipariṇāmadhammato asārakato aghamūlato vadhakato vibhavato sāsavato saṅkhatato mār'āmisato
chandajaṃ aghaṃ chandajaṃ dukkhaṃ, chandavinayā aghavinayo, <b>aghavinayā</b> dukkhavinayo'ti.	chandajaṃ aghaṃ chandajaṃ dukkhaṃ, chandavinayā <b>aghavinayo</b>, <b>aghavinayā</b> dukkhavinayo'ti.
vipariṇāmadhammato asārakato <b>agha</b>mūlato vadhakato vibhavato sāsavato saṅkhatato mār'āmisato	atthi, bhikkhave, lok'antarikā <b>aghā</b> asaṃvutā andhakārā andhakāratimisā, yattham'imesaṃ candimasūriyānaṃ evaṃmah'iddhikānaṃ evaṃ mah'ānubhāvānaṃ ābhāya n'ānubhontī'ti.
chandajaṃ <b>aghaṃ</b> chandajaṃ dukkhaṃ, chandavinayā aghavinayo, aghavinayā dukkhavinayo'ti.	aniccaṃ dukkhan'ti vipassa yoniso,<br/>suññaṃ anattā'ti <b>aghaṃ</b> vadhan'ti ca,<br/>manovicāre uparundha cetaso,<br/>itissu maṃ citta pure niyuñjasi.
ye te ghānaviññeyyā gandhā <b>aghāyitā</b> aghāyitapubbā, na ca ghāyasi, na ca te hoti ghāyeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti?	ye te ghānaviññeyyā gandhā <b>aghāyitā</b> <b>aghāyita</b>pubbā, na ca ghāyasi, na ca te hoti ghāyeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti? no h'etaṃ, bhante.
ye te ghānaviññeyyā gandhā aghāyitā <b>aghāyitapubbā</b>, na ca ghāyasi, na ca te hoti ghāyeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti?	ye te ghānaviññeyyā gandhā aghāyitā <b>aghāyitapubbā</b>, na ca ghāyasi, na ca te hoti ghāyeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti? no h'etaṃ, bhante.
idaṃ pure cittam'acāri cārikaṃ, yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ, tad'ajj'ahaṃ niggahessāmi yoniso, hatthippabhinnaṃ viya <b>aṅkusaggaho</b>.	idaṃ pure cittam'acāri cārikaṃ,<br/>yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ,<br/>tad'ajj'ahaṃ niggahessāmi yoniso,<br/>hatthippabhinnaṃ viya <b>aṅkusaggaho</b>.
idaṃ pure cittam'acāri cārikaṃ, yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ, tad'ajj'ahaṃ niggahessāmi yoniso, hatthippabhinnaṃ viya <b>aṅkusa</b>ggaho.	idaṃ pure cittam'acāri cārikaṃ,<br/>yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ,<br/>tad'ajj'ahaṃ niggahessāmi yoniso,<br/>hatthippabhinnaṃ viya <b>aṅkusa</b>ggaho.
sace tattha passati rajaṃ vā <b>aṅgaṇaṃ</b> vā, tass'eva rajassa vā aṅgaṇassa vā pahānāya vāyamati.	sace tattha passati rajaṃ vā <b>aṅgaṇaṃ</b> vā, tass'eva rajassa vā <b>aṅgaṇassa</b> vā pahānāya vāyamati.
ayaṃ pañho nāma cetiy'<b>aṅgaṇe</b> pucchitena na kathetabbo, tathā bhikkhācāramagge gāmaṃ piṇḍāya caraṇakāle.	rājā te sabbe gāhāpetvā rāj'<b>aṅgaṇe</b> nābhippamāṇe āvāṭe khaṇāpetvā te tattha nisīdāpetvā paṃsūhi pūretvā upari palāle vikirāpetvā aggiṃ dāpesi.
aṭṭhahi, bhikkhave, aṅgehi samannāgato rañño bhaddo ass'ājānīyo rāj'āraho hoti rājabhoggo, rañño <b>aṅgan't'eva</b> saṅkhaṃ gacchati.	aṭṭhahi, bhikkhave, aṅgehi samannāgato rañño bhaddo ass'ājānīyo rāj'āraho hoti rājabhoggo, rañño <b>aṅgan't'eva</b> saṅkhaṃ gacchati. katamehi aṭṭhahi?
suparimaṭṭhe phalake vā bhittiyā vā dussapaṭṭe vā itthirūpaṃ vā purisarūpaṃ vā abhinimmineyya sabb'<b>aṅgapaccaṅgiṃ</b>.	so passeyya mahantaṃ alagaddaṃ. tam'enaṃ bhoge vā naṅguṭṭhe vā gaṇheyya. tassa so alagaddo paṭiparivattitvā hatthe vā bāhāya vā aññatarasmiṃ vā <b>aṅgapaccaṅge</b> ḍaṃseyya.
ubhatodaṇḍakena ce'pi, bhikkhave, kakacena corā ocarakā <b>aṅgam'aṅgāni</b> okanteyyuṃ, tatrā'pi yo mano padūseyya, na me so tena sāsanakaro.	ubhatodaṇḍakena ce'pi, bhikkhave, kakacena corā ocarakā <b>aṅgam'aṅgāni</b> okanteyyuṃ, tatrā'pi yo mano padūseyya, na me so tena sāsanakaro.
yaṃ ajjhattaṃ paccattaṃ vāyo vāyogataṃ upādinnaṃ, seyyath'idaṃ, uddhaṅ'gamā vātā, adhogamā vātā, kucchisayā vātā, koṭṭh'āsayā vātā, <b>aṅgam'aṅg'ānusārino</b> vātā, assāso passāso	yaṃ ajjhattaṃ paccattaṃ vāyo vāyogataṃ upādinnaṃ, seyyath'idaṃ, uddhaṅ'gamā vātā, adhogamā vātā, kucchisayā vātā, koṭṭh'āsayā vātā, <b>aṅgam'aṅg'ānusārino</b> vātā, assāso passāso … ayaṃ vuccati, rāhula, ajjhattikā vāyodhātu.
yathā hi <b>aṅgasambhārā</b>,<br/>hoti saddo ratho iti,<br/>evaṃ khandhesu santesu,<br/>hoti satto'ti sammuti.	yathā hi <b>aṅgasambhārā</b>,<br/>hoti saddo ratho iti,<br/>evaṃ khandhesu santesu,<br/>hoti satto'ti sammuti.
yathā hi <b>aṅga</b>sambhārā, hoti saddo ratho iti. <br/>evaṃ khandhesu santesu, hoti satto'ti sammuti	āhaccapādako nāma mañco <b>aṅge</b> vijjhitvā ṭhito hoti. āhaccapādakaṃ nāma pīṭhaṃ <b>aṅge</b> vijjhitvā ṭhitaṃ hoti.
sambahulā bhikkhū santhatāni ujjhitvā āraññik'<b>aṅgaṃ</b> piṇḍapātik'<b>aṅgaṃ</b> paṃsukūlik'<b>aṅgaṃ</b> samādiyiṃsu	sambahulā bhikkhū santhatāni ujjhitvā āraññik'<b>aṅgaṃ</b> piṇḍapātik'<b>aṅgaṃ</b> paṃsukūlik'<b>aṅgaṃ</b> samādiyiṃsu
evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā <b>aṅgesu</b> viharati āpaṇaṃ nāma <b>aṅgānaṃ</b> nigamo.	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā <b>aṅgesu</b> viharati āpaṇaṃ nāma <b>aṅgānaṃ</b> nigamo.
tam'enaṃ dve balavanto purisā nānābāhāsu gahetvā taṃ <b>aṅgāra</b>kāsuṃ upakaḍḍheyyuṃ. atha kho tassa purisassa ārakā'v'assa cetanā ārakā patthanā ārakā paṇidhi.	mahāgini pajjalito,<br/>anāhāro'pasammati,<br/><b>aṅgāresu</b> ca santesu,<br/>nibbuto'ti pavuccati.
tam'enaṃ dve balavanto purisā nānābāhāsu gahetvā taṃ <b>aṅgārakāsuṃ</b> upakaḍḍheyyuṃ. atha kho tassa purisassa ārakā'v'assa cetanā ārakā patthanā ārakā paṇidhi.	seyyathā'pi, bhikkhave, <b>aṅgārakāsu</b> sādhikaporisā puṇṇā aṅgārānaṃ vīt'accikānaṃ vītadhūmānaṃ
paṭhamaṃ pan'āvuso, jhānaṃ kati-<b>aṅgikan</b>'ti? paṭhamaṃ kho, āvuso, jhānaṃ pañc'<b>aṅgikaṃ</b>.	paṭhamaṃ pan'āvuso, jhānaṃ kati-<b>aṅgikan</b>'ti? paṭhamaṃ kho, āvuso, jhānaṃ pañc'<b>aṅgikaṃ</b>. idh'āvuso, paṭhamaṃ jhānaṃ samāpannassa bhikkhuno vitakko ca vattati, vicāro ca pīti ca sukhañ'ca citt'ekaggatā ca.
